1,1,938.6,218.93,166.89,172.78,1,car,1
1,2,1110.04,217.24,173.12,216.53,1,car,1
1,3,824.4,121.25,111.87,114.88,1,car,1
1,4,1531.51,194.78,113.46,94.58,1,car,1
2,1,938.76,216.59,166.54,174.77,1,car,1
2,2,1110.64,225.73,174.43,207.69,1,car,1
2,3,824.46,121.11,111.79,114.95,1,car,1
2,4,1531.5,194.44,113.53,94.9,1,car,1
2,5,1222.68,0.0,141.5,110.56,1,car,1
2,6,1222.97,209.21,128.45,114.26,1,car,1
3,1,938.92,214.24,166.19,176.76,1,car,1
3,2,1111.25,234.22,175.74,198.86,1,car,1
3,3,824.52,120.97,111.72,115.02,1,car,1
3,4,1531.49,194.09,113.61,95.22,1,car,1
3,5,1222.73,0.0,141.38,110.4,1,car,1
3,6,1226.01,210.07,127.02,113.14,1,car,1
4,1,939.08,211.9,165.84,178.75,1,car,1
4,2,1111.85,242.71,177.05,190.02,1,car,1
4,3,824.58,120.83,111.64,115.09,1,car,1
4,4,1531.48,193.74,113.69,95.53,1,car,1
4,5,1222.78,0.0,141.27,110.24,1,car,1
4,6,1229.06,210.94,125.58,112.02,1,car,1
5,1,939.25,209.55,165.49,180.74,1,car,1
5,2,1112.45,251.2,178.36,181.19,1,car,1
5,3,824.64,120.69,111.57,115.16,1,car,1
5,4,1531.47,193.4,113.76,95.85,1,car,1
5,5,1222.84,0.0,141.16,110.08,1,car,1
5,6,1232.1,211.8,124.15,110.91,1,car,1
6,1,939.41,207.2,165.14,182.73,1,car,1
6,2,1113.05,259.69,179.67,172.35,1,car,1
6,3,824.7,120.56,111.49,115.23,1,car,1
6,4,1531.46,193.05,113.84,96.17,1,car,1
6,5,1222.89,0.0,141.04,109.92,1,car,1
6,6,1235.14,212.66,122.72,109.79,1,car,1
7,1,939.15,216.65,165.77,173.45,1,car,1
7,2,1114.3,258.52,180.29,173.48,1,car,1
7,3,824.69,120.2,111.46,115.6,1,car,1
7,4,1531.47,193.42,113.75,95.86,1,car,1
7,5,1222.94,0.0,140.93,109.75,1,car,1
7,6,1238.18,213.52,121.29,108.68,1,car,1
8,1,938.89,226.1,166.4,164.16,1,car,1
8,2,1115.54,257.35,180.92,174.6,1,car,1
8,3,824.68,119.84,111.43,115.98,1,car,1
8,4,1531.48,193.79,113.66,95.55,1,car,1
8,5,1223.0,0.0,140.82,109.59,1,car,1
8,6,1235.26,212.23,124.06,109.74,1,car,1
9,1,938.63,235.55,167.03,154.88,1,car,1
9,2,1116.79,256.19,181.55,175.73,1,car,1
9,3,824.67,119.48,111.4,116.35,1,car,1
9,4,1531.49,194.16,113.58,95.24,1,car,1
9,5,1223.05,0.0,140.7,109.43,1,car,1
9,6,1232.33,210.94,126.84,110.81,1,car,1
10,1,938.37,244.99,167.66,145.59,1,car,1
10,2,1118.03,255.02,182.17,176.86,1,car,1
10,3,824.66,119.12,111.37,116.73,1,car,1
10,4,1531.5,194.53,113.49,94.93,1,car,1
10,5,1223.1,0.0,140.59,109.27,1,car,1
10,6,1229.4,209.65,129.61,111.87,1,car,1
11,1,938.11,254.44,168.28,136.31,1,car,1
11,2,1119.28,253.85,182.8,177.99,1,car,1
11,3,824.65,118.76,111.34,117.1,1,car,1
11,4,1531.51,194.9,113.4,94.62,1,car,1
11,5,1223.16,0.0,140.48,109.11,1,car,1
11,6,1226.48,208.36,132.39,112.94,1,car,1
12,1,938.17,247.57,168.06,143.2,1,car,1
12,2,1125.54,255.24,178.84,175.4,1,car,1
12,3,824.74,118.5,111.12,117.32,1,car,1
12,4,1531.52,194.92,113.42,94.55,1,car,1
12,5,1223.21,0.0,140.36,108.95,1,car,1
12,6,1223.55,207.07,135.16,114.01,1,car,1
13,1,938.22,240.7,167.83,150.09,1,car,1
13,2,1131.79,256.63,174.88,172.82,1,car,1
13,3,824.83,118.25,110.9,117.53,1,car,1
13,4,1531.53,194.93,113.43,94.48,1,car,1
13,5,1223.26,0.0,140.25,108.79,1,car,1
13,6,1225.33,206.66,134.77,114.11,1,car,1
14,1,938.27,233.84,167.6,156.99,1,car,1
14,2,1138.05,258.01,170.92,170.24,1,car,1
14,3,824.92,117.99,110.67,117.75,1,car,1
14,4,1531.54,194.95,113.44,94.42,1,car,1
14,5,1223.32,0.0,140.14,108.63,1,car,1
14,6,1227.11,206.25,134.37,114.21,1,car,1
15,1,938.33,226.97,167.37,163.88,1,car,1
15,2,1144.31,259.4,166.97,167.66,1,car,1
15,3,825.01,117.73,110.45,117.96,1,car,1
