1,1,711.4,587.36,305.09,266.05,1,car,1
1,2,569.04,385.94,199.66,145.7,1,car,1
2,1,715.58,583.36,295.04,264.28,1,car,1
2,2,569.02,385.93,199.68,145.72,1,car,1
3,1,719.75,579.35,285.0,262.51,1,car,1
3,2,569.0,385.92,199.7,145.73,1,car,1
4,1,723.93,575.34,274.95,260.75,1,car,1
4,2,568.98,385.91,199.71,145.75,1,car,1
5,1,728.11,571.33,264.91,258.98,1,car,1
5,2,568.96,385.9,199.73,145.77,1,car,1
6,1,732.28,567.33,254.87,257.22,1,car,1
6,2,568.94,385.89,199.75,145.79,1,car,1
6,3,0.0,419.36,58.15,172.28,1,car,1
7,1,738.15,563.06,263.37,255.38,1,car,1
7,2,568.99,385.54,199.7,146.16,1,car,1
7,3,0.0,420.81,61.21,167.39,1,car,1
8,1,744.01,558.78,271.87,253.54,1,car,1
8,2,569.03,385.18,199.66,146.52,1,car,1
8,3,0.0,422.27,64.28,162.49,1,car,1
9,1,749.88,554.51,280.38,251.7,1,car,1
9,2,569.08,384.83,199.62,146.89,1,car,1
9,3,0.0,423.72,67.35,157.6,1,car,1
10,1,755.74,550.24,288.88,249.86,1,car,1
10,2,569.13,384.47,199.57,147.26,1,car,1
10,3,0.0,425.18,70.41,152.7,1,car,1
11,1,761.61,545.97,297.38,248.02,1,car,1
11,2,569.17,384.11,199.53,147.63,1,car,1
11,3,0.0,426.63,73.48,147.81,1,car,1
12,1,768.32,542.1,296.06,246.6,1,car,1
12,2,569.18,384.39,199.53,147.36,1,car,1
12,3,0.0,428.09,76.54,142.91,1,car,1
13,1,775.03,538.23,294.73,245.17,1,car,1
13,2,569.18,384.67,199.53,147.09,1,car,1
13,3,0.0,429.54,79.61,138.02,1,car,1
14,1,781.74,534.36,293.4,243.75,1,car,1
14,2,569.19,384.95,199.54,146.83,1,car,1
14,3,0.0,432.29,80.94,131.48,1,car,1
15,1,788.45,530.5,292.07,242.33,1,car,1
15,2,569.19,385.23,199.54,146.56,1,car,1
15,3,0.0,435.04,82.27,124.95,1,car,1
16,1,795.16,526.63,290.74,240.9,1,car,1
16,2,569.2,385.51,199.54,146.29,1,car,1
16,3,0.0,437.8,83.6,118.42,1,car,1
17,1,799.63,522.73,288.39,239.11,1,car,1
17,2,569.19,385.46,199.54,146.34,1,car,1
17,3,0.0,440.55,84.93,111.88,1,car,1
18,1,804.09,518.83,286.04,237.32,1,car,1
18,2,569.19,385.41,199.53,146.38,1,car,1
18,3,0.0,443.3,86.25,105.35,1,car,1
19,1,808.56,514.93,283.68,235.53,1,car,1
19,2,569.19,385.36,199.52,146.42,1,car,1
19,3,0.0,441.5,87.14,107.62,1,car,1
20,1,813.03,511.03,281.33,233.73,1,car,1
20,2,569.18,385.3,199.51,146.46,1,car,1
20,3,0.0,439.7,88.03,109.89,1,car,1
21,1,817.5,507.13,278.98,231.94,1,car,1
21,2,569.18,385.25,199.5,146.51,1,car,1
21,3,0.0,437.9,88.91,112.17,1,car,1
22,1,819.95,504.03,276.81,229.66,1,car,1
22,2,569.16,385.24,199.52,146.55,1,car,1
22,3,0.0,436.11,89.8,114.44,1,car,1
23,1,822.41,500.92,274.65,227.37,1,car,1
23,2,569.15,385.23,199.53,146.59,1,car,1
23,3,0.0,434.31,90.69,116.71,1,car,1
24,1,824.86,497.82,272.49,225.08,1,car,1
24,2,569.13,385.21,199.55,146.62,1,car,1
24,3,0.0,432.51,91.58,118.98,1,car,1
25,1,827.32,494.72,270.33,222.79,1,car,1
25,2,569.12,385.2,199.56,146.66,1,car,1
25,3,0.0,427.79,93.56,120.04,1,car,1
26,1,829.77,491.62,268.17,220.51,1,car,1
26,2,569.1,385.19,199.57,146.7,1,car,1
26,3,0.0,423.07,95.54,121.1,1,car,1
27,1,834.41,488.65,263.23,218.56,1,car,1
27,2,569.09,385.4,199.57,146.49,1,car,1
27,3,0.0,418.35,97.53,122.17,1,car,1
28,1,839.05,485.68,258.3,216.62,1,car,1
28,2,569.08,385.62,199.56,146.27,1,car,1
28,3,0.0,413.63,99.51,123.23,1,car,1
29,1,843.7,482.71,253.36,214.67,1,car,1
29,2,569.06,385.84,199.55,146.06,1,car,1
29,3,0.0,408.91,101.49,124.29,1,car,1
30,1,848.34,479.74,248.43,212.73,1,car,1
30,2,569.05,386.05,199.54,145.84,1,car,1
30,3,0.0,409.62,100.59,127.27,1,car,1
31,1,852.98,476.77,243.49,210.78,1,car,1
31,2,569.03,386.27,199.54,145.63,1,car,1
31,3,0.0,410.33,99.69,130.24,1,car,1
32,1,855.16,473.69,242.09,209.11,1,car,1
32,2,569.1,386.78,199.51,145.12,1,car,1
32,3,0.0,411.04,98.79,133.21,1,car,1
33,1,857.34,470.62,240.69,207.43,1,car,1
33,2,569.17,387.29,199.49,144.62,1,car,1
33,3,0.0,411.75,97.89,136.18,1,car,1
34,1,859.52,467.54,239.29,205.76,1,car,1
34,2,569.23,387.8,199.47,144.11,1,car,1
34,3,0.0,412.47,96.99,139.16,1,car,1
35,1,861.7,464.46,237.89,204.08,1,car,1
35,2,569.3,388.32,199.45,143.61,1,car,1
35,3,0.0,420.51,93.84,133.06,1,car,1
36,1,863.87,461.39,236.5,202.41,1,car,1
36,2,569.36,388.83,199.43,143.1,1,car,1
36,3,0.0,428.56,90.69,126.97,1,car,1
37,1,864.91,459.81,235.84,202.79,1,car,1
37,2,569.36,389.02,199.44,142.89,1,car,1
37,3,0.0,436.61,87.54,120.87,1,car,1
38,1,865.95,458.24,235.19,203.17,1,car,1
38,2,569.37,389.21,199.46,142.69,1,car,1
38,3,0.0,444.65,84.39,114.78,1,car,1
39,1,866.99,456.67,234.54,203.56,1,car,1
39,2,569.37,389.39,199.48,142.48,1,car,1
39,3,0.0,452.7,81.24,108.68,1,car,1
40,1,868.03,455.1,233.89,203.94,1,car,1
40,2,569.37,389.58,199.5,142.27,1,car,1
40,3,0.0,446.35,74.24,117.04,1,car,1
41,1,869.07,453.53,233.24,204.33,1,car,1
41,2,569.37,389.77,199.51,142.06,1,car,1
41,3,0.0,440.01,67.24,125.4,1,car,1
42,1,866.8,454.11,234.95,204.17,1,car,1
42,2,569.32,389.18,199.56,142.64,1,car,1
42,3,0.0,433.66,60.24,133.76,1,car,1
43,1,864.54,454.69,236.66,204.01,1,car,1
43,2,569.27,388.59,199.62,143.21,1,car,1
43,3,0.0,427.31,53.24,142.12,1,car,1
44,1,862.28,455.26,238.37,203.86,1,car,1
44,2,569.22,388.0,199.67,143.79,1,car,1
44,3,0.0,420.97,46.24,150.48,1,car,1
45,1,860.01,455.84,240.08,203.7,1,car,1
45,2,569.17,387.41,199.72,144.36,1,car,1
45,3,0.0,414.62,39.24,158.84,1,car,1
46,1,857.75,456.42,241.8,203.54,1,car,1
46,2,569.12,386.82,199.77,144.93,1,car,1
46,3,0.0,408.27,32.24,167.19,1,car,1
47,1,856.95,457.04,241.12,203.65,1,car,1
47,2,569.21,387.16,199.68,144.62,1,car,1
48,1,856.14,457.65,240.45,203.77,1,car,1
48,2,569.31,387.49,199.6,144.31,1,car,1
49,1,855.33,458.27,239.78,203.88,1,car,1
49,2,569.4,387.83,199.52,144.0,1,car,1
50,1,854.53,458.89,239.1,203.99,1,car,1
50,2,569.49,388.16,199.43,143.69,1,car,1
51,1,853.72,459.51,238.43,204.11,1,car,1
51,2,569.59,388.5,199.35,143.38,1,car,1
52,1,850.33,460.39,241.66,205.13,1,car,1
52,2,569.52,388.04,199.41,143.83,1,car,1
53,1,846.94,461.26,244.89,206.15,1,car,1
53,2,569.45,387.59,199.47,144.29,1,car,1
54,1,843.55,462.14,248.11,207.17,1,car,1
54,2,569.39,387.14,199.53,144.74,1,car,1
55,1,840.16,463.02,251.34,208.19,1,car,1
55,2,569.32,386.68,199.6,145.19,1,car,1
56,1,836.78,463.9,254.57,209.21,1,car,1
56,2,569.26,386.23,199.66,145.65,1,car,1
57,1,834.58,466.03,256.04,211.43,1,car,1
57,2,569.23,386.38,199.66,145.48,1,car,1
58,1,832.39,468.17,257.52,213.64,1,car,1
58,2,569.2,386.53,199.67,145.32,1,car,1
59,1,830.19,470.31,259.0,215.85,1,car,1
59,2,569.17,386.69,199.68,145.16,1,car,1
60,1,827.99,472.45,260.47,218.06,1,car,1
60,2,569.14,386.84,199.69,145.0,1,car,1
61,1,825.8,474.59,261.95,220.28,1,car,1
61,2,569.11,386.99,199.7,144.84,1,car,1
62,1,826.27,476.0,261.45,219.56,1,car,1
62,2,569.12,386.81,199.69,145.0,1,car,1
63,1,826.75,477.42,260.96,218.84,1,car,1
63,2,569.12,386.64,199.69,145.16,1,car,1
64,1,827.22,478.84,260.46,218.13,1,car,1
64,2,569.13,386.46,199.68,145.32,1,car,1
65,1,827.7,480.25,259.97,217.41,1,car,1
65,2,569.13,386.28,199.67,145.48,1,car,1
66,1,828.17,481.67,259.48,216.7,1,car,1
66,2,569.14,386.11,199.67,145.64,1,car,1
67,1,825.22,483.48,262.79,220.22,1,car,1
67,2,569.13,386.6,199.69,145.15,1,car,1
68,1,822.26,485.3,266.11,223.75,1,car,1
68,2,569.13,387.09,199.71,144.66,1,car,1
69,1,819.31,487.11,269.43,227.27,1,car,1
69,2,569.13,387.58,199.73,144.17,1,car,1
70,1,816.35,488.93,272.75,230.79,1,car,1
70,2,569.12,388.08,199.75,143.68,1,car,1
71,1,813.4,490.74,276.07,234.31,1,car,1
71,2,569.12,388.57,199.77,143.19,1,car,1
72,1,813.41,492.64,275.79,232.49,1,car,1
72,2,569.13,388.46,199.75,143.31,1,car,1
73,1,813.42,494.54,275.52,230.66,1,car,1
73,2,569.14,388.35,199.73,143.42,1,car,1
74,1,813.43,496.44,275.24,228.84,1,car,1
74,2,569.15,388.24,199.71,143.54,1,car,1
75,1,813.43,498.34,274.96,227.01,1,car,1
75,2,569.16,388.12,199.68,143.66,1,car,1
76,1,813.44,500.24,274.69,225.19,1,car,1
76,2,569.17,388.01,199.66,143.78,1,car,1
77,1,813.97,498.25,272.96,223.59,1,car,1
77,2,569.18,387.79,199.64,144.0,1,car,1
78,1,814.5,496.27,271.23,221.99,1,car,1
78,2,569.2,387.56,199.62,144.23,1,car,1
79,1,815.03,494.28,269.5,220.38,1,car,1
79,2,569.21,387.34,199.6,144.45,1,car,1
80,1,815.56,492.3,267.78,218.78,1,car,1
80,2,569.23,387.11,199.58,144.68,1,car,1
81,1,816.1,490.31,266.05,217.18,1,car,1
81,2,569.24,386.89,199.56,144.91,1,car,1
82,1,818.1,487.85,263.3,217.53,1,car,1
82,2,569.22,386.8,199.57,145.02,1,car,1
83,1,820.1,485.38,260.56,217.88,1,car,1
83,2,569.2,386.71,199.58,145.13,1,car,1
84,1,822.1,482.91,257.81,218.22,1,car,1
84,2,569.18,386.62,199.6,145.25,1,car,1
85,1,824.1,480.44,255.07,218.57,1,car,1
85,2,569.16,386.53,199.61,145.36,1,car,1
86,1,826.1,477.97,252.32,218.92,1,car,1
86,2,569.14,386.44,199.63,145.48,1,car,1
87,1,826.09,477.33,252.39,218.99,1,car,1
87,2,569.19,386.81,199.6,145.1,1,car,1
88,1,826.08,476.69,252.46,219.06,1,car,1
88,2,569.23,387.17,199.57,144.72,1,car,1
89,1,826.07,476.05,252.52,219.12,1,car,1
89,2,569.27,387.53,199.54,144.35,1,car,1
90,1,826.06,475.41,252.59,219.19,1,car,1
90,2,569.31,387.9,199.51,143.97,1,car,1
91,1,826.05,474.77,252.66,219.26,1,car,1
91,2,569.36,388.26,199.48,143.59,1,car,1
92,1,824.75,476.24,253.19,218.48,1,car,1
92,2,569.32,388.42,199.49,143.43,1,car,1
93,1,823.45,477.72,253.73,217.69,1,car,1
93,2,569.28,388.57,199.5,143.26,1,car,1
94,1,822.14,479.2,254.26,216.9,1,car,1
94,2,569.24,388.72,199.51,143.1,1,car,1
95,1,820.84,480.68,254.79,216.12,1,car,1
95,2,569.2,388.88,199.52,142.94,1,car,1
96,1,819.54,482.15,255.33,215.33,1,car,1
96,2,569.15,389.03,199.52,142.77,1,car,1
97,1,816.34,484.43,257.88,218.2,1,car,1
97,2,569.15,388.89,199.56,142.9,1,car,1
98,1,813.15,486.71,260.44,221.07,1,car,1
98,2,569.14,388.75,199.59,143.03,1,car,1
99,1,809.96,488.98,262.99,223.95,1,car,1
99,2,569.13,388.6,199.62,143.16,1,car,1
100,1,806.76,491.26,265.55,226.82,1,car,1
100,2,569.12,388.46,199.66,143.29,1,car,1
101,1,803.57,493.53,268.1,229.69,1,car,1
101,2,569.12,388.32,199.69,143.42,1,car,1
102,1,801.88,497.07,268.13,229.42,1,car,1
102,2,569.09,388.82,199.75,142.96,1,car,1
103,1,800.19,500.6,268.16,229.16,1,car,1
103,2,569.07,389.33,199.82,142.5,1,car,1
104,1,798.5,504.14,268.19,228.89,1,car,1
104,2,569.05,389.83,199.88,142.04,1,car,1
105,1,796.81,507.68,268.21,228.62,1,car,1
105,2,569.02,390.33,199.95,141.58,1,car,1
106,1,795.12,511.21,268.24,228.35,1,car,1
106,2,569.0,390.84,200.01,141.12,1,car,1
107,1,792.27,513.92,267.41,230.66,1,car,1
107,2,569.02,390.85,200.0,141.06,1,car,1
108,1,789.42,516.63,266.58,232.96,1,car,1
108,2,569.04,390.86,199.98,141.01,1,car,1
109,1,786.58,519.34,265.75,235.27,1,car,1
109,2,569.06,390.87,199.97,140.95,1,car,1
110,1,783.73,522.05,264.92,237.57,1,car,1
110,2,569.07,390.88,199.96,140.9,1,car,1
111,1,780.88,524.76,264.09,239.87,1,car,1
111,2,569.09,390.89,199.95,140.84,1,car,1
112,1,780.3,528.37,263.58,241.35,1,car,1
112,2,569.06,390.65,199.98,141.07,1,car,1
113,1,779.72,531.98,263.08,242.83,1,car,1
113,2,569.03,390.4,200.01,141.3,1,car,1
114,1,779.13,535.59,262.57,244.31,1,car,1
114,2,568.99,390.15,200.04,141.53,1,car,1
115,1,778.55,539.2,262.07,245.78,1,car,1
115,2,568.96,389.9,200.07,141.76,1,car,1
116,1,777.97,542.81,261.56,247.26,1,car,1
116,2,568.93,389.65,200.1,141.99,1,car,1
117,1,765.04,546.75,269.9,250.14,1,car,1
117,2,568.94,389.67,200.06,141.96,1,car,1
118,1,752.11,550.7,278.24,253.01,1,car,1
118,2,568.95,389.69,200.03,141.92,1,car,1
